Tesla vs Others,CAR MAKE,CAR MODEL,CAR MAKE AND MODEL,Year Month,Reset,SalesO,# of Auto Makers,# of Car Models,Zero Axis,Sales Tesla,Sales Non Tesla,% Sales,X,Y,Car Type1,Number of Records,Month,Sales,Year,Year Month (copy)
NON TESLA,MERCEDES, B250E,MERCEDES B250E,6/1/2017,Reset,46,1,1,0,,46,,23,-39.837168574,Fully Electric,1,JUN,46,2017,6
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,6/1/2017,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,JUN,0,2017,6
NON TESLA,NISSAN, LEAF,NISSAN LEAF,6/1/2017,Reset,1506,1,1,0,,1506,,753,-1304.234258099,Fully Electric,1,JUN,1506,2017,6
TESLA,TESLA, MODEL S,TESLA MODEL S,6/1/2017,Reset,2350,1,1,0,2350,,100,1175,-2035.159698893,Fully Electric,1,JUN,2350,2017,6
TESLA,TESLA, MODEL X,TESLA MODEL X,6/1/2017,Reset,2200,1,1,0,2200,,100,1100,-1905.255888326,Fully Electric,1,JUN,2200,2017,6
NON TESLA,VW, E-GOLF,VW E-GOLF,6/1/2017,Reset,232,1,1,0,,232,,116,-200.917893678,Fully Electric,1,JUN,232,2017,6
NON TESLA,SMART, ED,SMART ED,6/1/2017,Reset,3,1,1,0,,3,,1.5,-2.598076211,Fully Electric,1,JUN,3,2017,6
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),3/1/2017,Reset,703,1,1,0,,703,,608.815858860,351.5,Fully Electric,1,MAR,703,2017,3
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,3/1/2017,Reset,978,1,1,0,,978,,846.972844901,489,Fully Electric,1,MAR,978,2017,3
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,3/1/2017,Reset,3,1,1,0,,3,,2.598076211,1.5,Fully Electric,1,MAR,3,2017,3
NON TESLA,FIAT, 500E,FIAT 500E,3/1/2017,Reset,785,1,1,0,,785,,679.829941971,392.5,Fully Electric,1,MAR,785,2017,3
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,3/1/2017,Reset,407,1,1,0,,407,,352.472339340,203.5,Fully Electric,1,MAR,407,2017,3
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,3/1/2017,Reset,5,1,1,0,,5,,4.330127019,2.5,Fully Electric,1,MAR,5,2017,3
NON TESLA,KIA, SOUL EV,KIA SOUL EV,3/1/2017,Reset,171,1,1,0,,171,,148.090344047,85.5,Fully Electric,1,MAR,171,2017,3
NON TESLA,MERCEDES, B250E,MERCEDES B250E,3/1/2017,Reset,50,1,1,0,,50,,43.301270189,25,Fully Electric,1,MAR,50,2017,3
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,3/1/2017,Reset,2,1,1,0,,2,,1.732050808,1,Fully Electric,1,MAR,2,2017,3
NON TESLA,NISSAN, LEAF,NISSAN LEAF,3/1/2017,Reset,1478,1,1,0,,1478,,1279.985546793,739,Fully Electric,1,MAR,1478,2017,3
TESLA,TESLA, MODEL S,TESLA MODEL S,3/1/2017,Reset,3450,1,1,0,3450,,100,2987.787643056,1725,Fully Electric,1,MAR,3450,2017,3
TESLA,TESLA, MODEL X,TESLA MODEL X,3/1/2017,Reset,2750,1,1,0,2750,,100,2381.569860407,1375,Fully Electric,1,MAR,2750,2017,3
NON TESLA,VW, E-GOLF,VW E-GOLF,3/1/2017,Reset,342,1,1,0,,342,,296.180688094,171,Fully Electric,1,MAR,342,2017,3
NON TESLA,SMART, ED,SMART ED,3/1/2017,Reset,13,1,1,0,,13,,11.258330249,6.5,Fully Electric,1,MAR,13,2017,3
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),5/1/2017,Reset,506,1,1,0,,506,,438.208854315,-253,Fully Electric,1,MAY,506,2017,5
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,5/1/2017,Reset,1566,1,1,0,,1566,,1356.195782326,-783,Fully Electric,1,MAY,1566,2017,5
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,5/1/2017,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,MAY,0,2017,5
NON TESLA,FIAT, 500E,FIAT 500E,5/1/2017,Reset,473,1,1,0,,473,,409.630015990,-236.5,Fully Electric,1,MAY,473,2017,5
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,5/1/2017,Reset,132,1,1,0,,132,,114.315353300,-66,Fully Electric,1,MAY,132,2017,5
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,5/1/2017,Reset,75,1,1,0,,75,,64.951905284,-37.5,Fully Electric,1,MAY,75,2017,5
NON TESLA,KIA, SOUL EV,KIA SOUL EV,5/1/2017,Reset,129,1,1,0,,129,,111.717277088,-64.5,Fully Electric,1,MAY,129,2017,5
NON TESLA,MERCEDES, B250E,MERCEDES B250E,5/1/2017,Reset,46,1,1,0,,46,,39.837168574,-23,Fully Electric,1,MAY,46,2017,5
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,5/1/2017,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,MAY,0,2017,5
NON TESLA,NISSAN, LEAF,NISSAN LEAF,5/1/2017,Reset,1392,1,1,0,,1392,,1205.507362068,-696,Fully Electric,1,MAY,1392,2017,5
TESLA,TESLA, MODEL S,TESLA MODEL S,5/1/2017,Reset,1620,1,1,0,1620,,100,1402.961154131,-810,Fully Electric,1,MAY,1620,2017,5
TESLA,TESLA, MODEL X,TESLA MODEL X,5/1/2017,Reset,1730,1,1,0,1730,,100,1498.223948547,-865,Fully Electric,1,MAY,1730,2017,5
NON TESLA,VW, E-GOLF,VW E-GOLF,5/1/2017,Reset,381,1,1,0,,381,,329.955678842,-190.5,Fully Electric,1,MAY,381,2017,5
NON TESLA,SMART, ED,SMART ED,5/1/2017,Reset,1,1,1,0,,1,,0.866025404,-0.5,Fully Electric,1,MAY,1,2017,5
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),11/1/2017,Reset,283,1,1,0,,283,,-245.085189271,141.5,Fully Electric,1,NOV,283,2017,11
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,11/1/2017,Reset,2987,1,1,0,,2987,,-2586.817881104,1493.5,Fully Electric,1,NOV,2987,2017,11
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,11/1/2017,Reset,7,1,1,0,,7,,-6.062177826,3.5,Fully Electric,1,NOV,7,2017,11
NON TESLA,FIAT, 500E,FIAT 500E,11/1/2017,Reset,215,1,1,0,,215,,-186.195461814,107.5,Fully Electric,1,NOV,215,2017,11
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,11/1/2017,Reset,121,1,1,0,,121,,-104.789073858,60.5,Fully Electric,1,NOV,121,2017,11
NON TESLA,HONDA, CLARITY BEV,HONDA CLARITY BEV,11/1/2017,Reset,459,1,1,0,,459,,-397.505660337,229.5,Fully Electric,1,NOV,459,2017,11
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,11/1/2017,Reset,23,1,1,0,,23,,-19.918584287,11.5,Fully Electric,1,NOV,23,2017,11
NON TESLA,KIA, SOUL EV,KIA SOUL EV,11/1/2017,Reset,207,1,1,0,,207,,-179.267258583,103.5,Fully Electric,1,NOV,207,2017,11
NON TESLA,MERCEDES, B250E,MERCEDES B250E,11/1/2017,Reset,31,1,1,0,,31,,-26.846787517,15.5,Fully Electric,1,NOV,31,2017,11
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,11/1/2017,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,NOV,0,2017,11
NON TESLA,NISSAN, LEAF,NISSAN LEAF,11/1/2017,Reset,175,1,1,0,,175,,-151.554445662,87.5,Fully Electric,1,NOV,175,2017,11
TESLA,TESLA, MODEL 3,TESLA MODEL 3,11/1/2017,Reset,337,1,1,0,337,,100,-291.850561075,168.5,Fully Electric,1,NOV,337,2017,11
TESLA,TESLA, MODEL S,TESLA MODEL S,11/1/2017,Reset,1335,1,1,0,1335,,100,-1156.143914052,667.5,Fully Electric,1,NOV,1335,2017,11
TESLA,TESLA, MODEL X,TESLA MODEL X,11/1/2017,Reset,1875,1,1,0,1875,,100,-1623.797632096,937.5,Fully Electric,1,NOV,1875,2017,11
NON TESLA,VW, E-GOLF,VW E-GOLF,11/1/2017,Reset,289,1,1,0,,289,,-250.281341694,144.5,Fully Electric,1,NOV,289,2017,11
NON TESLA,SMART, ED,SMART ED,11/1/2017,Reset,68,1,1,0,,68,,-58.889727457,34,Fully Electric,1,NOV,68,2017,11
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),10/1/2017,Reset,686,1,1,0,,686,,-686,0,Fully Electric,1,OCT,686,2017,10
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,10/1/2017,Reset,2781,1,1,0,,2781,,-2781,0,Fully Electric,1,OCT,2781,2017,10
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,10/1/2017,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,OCT,0,2017,10
NON TESLA,FIAT, 500E,FIAT 500E,10/1/2017,Reset,310,1,1,0,,310,,-310,0,Fully Electric,1,OCT,310,2017,10
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,10/1/2017,Reset,115,1,1,0,,115,,-115,0,Fully Electric,1,OCT,115,2017,10
NON TESLA,HONDA, CLARITY BEV,HONDA CLARITY BEV,10/1/2017,Reset,34,1,1,0,,34,,-34,0,Fully Electric,1,OCT,34,2017,10
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,10/1/2017,Reset,28,1,1,0,,28,,-28,0,Fully Electric,1,OCT,28,2017,10
NON TESLA,KIA, SOUL EV,KIA SOUL EV,10/1/2017,Reset,210,1,1,0,,210,,-210,0,Fully Electric,1,OCT,210,2017,10
NON TESLA,MERCEDES, B250E,MERCEDES B250E,10/1/2017,Reset,59,1,1,0,,59,,-59,0,Fully Electric,1,OCT,59,2017,10
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,10/1/2017,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,OCT,0,2017,10
NON TESLA,NISSAN, LEAF,NISSAN LEAF,10/1/2017,Reset,213,1,1,0,,213,,-213,0,Fully Electric,1,OCT,213,2017,10
TESLA,TESLA, MODEL 3,TESLA MODEL 3,10/1/2017,Reset,145,1,1,0,145,,100,-145,0,Fully Electric,1,OCT,145,2017,10
TESLA,TESLA, MODEL S,TESLA MODEL S,10/1/2017,Reset,1120,1,1,0,1120,,100,-1120,0,Fully Electric,1,OCT,1120,2017,10
TESLA,TESLA, MODEL X,TESLA MODEL X,10/1/2017,Reset,850,1,1,0,850,,100,-850,0,Fully Electric,1,OCT,850,2017,10
NON TESLA,VW, E-GOLF,VW E-GOLF,10/1/2017,Reset,203,1,1,0,,203,,-203,0,Fully Electric,1,OCT,203,2017,10
NON TESLA,SMART, ED,SMART ED,10/1/2017,Reset,73,1,1,0,,73,,-73,0,Fully Electric,1,OCT,73,2017,10
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),9/1/2017,Reset,538,1,1,0,,538,,-465.921667236,-269,Fully Electric,1,SEP,538,2017,9
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,9/1/2017,Reset,2632,1,1,0,,2632,,-2279.378862761,-1316,Fully Electric,1,SEP,2632,2017,9
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,9/1/2017,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,SEP,0,2017,9
NON TESLA,FIAT, 500E,FIAT 500E,9/1/2017,Reset,285,1,1,0,,285,,-246.817240079,-142.5,Fully Electric,1,SEP,285,2017,9
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,9/1/2017,Reset,131,1,1,0,,131,,-113.449327896,-65.5,Fully Electric,1,SEP,131,2017,9
NON TESLA,HONDA, CLARITY BEV,HONDA CLARITY BEV,9/1/2017,Reset,52,1,1,0,,52,,-45.033320997,-26,Fully Electric,1,SEP,52,2017,9
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,9/1/2017,Reset,36,1,1,0,,36,,-31.176914536,-18,Fully Electric,1,SEP,36,2017,9
NON TESLA,KIA, SOUL EV,KIA SOUL EV,9/1/2017,Reset,255,1,1,0,,255,,-220.836477965,-127.5,Fully Electric,1,SEP,255,2017,9
NON TESLA,MERCEDES, B250E,MERCEDES B250E,9/1/2017,Reset,87,1,1,0,,87,,-75.344210129,-43.5,Fully Electric,1,SEP,87,2017,9
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,9/1/2017,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,SEP,0,2017,9
NON TESLA,NISSAN, LEAF,NISSAN LEAF,9/1/2017,Reset,1055,1,1,0,,1055,,-913.656800993,-527.5,Fully Electric,1,SEP,1055,2017,9
TESLA,TESLA, MODEL 3,TESLA MODEL 3,9/1/2017,Reset,117,1,1,0,117,,100,-101.324972243,-58.5,Fully Electric,1,SEP,117,2017,9
TESLA,TESLA, MODEL S,TESLA MODEL S,9/1/2017,Reset,4860,1,1,0,4860,,100,-4208.883462392,-2430,Fully Electric,1,SEP,4860,2017,9
TESLA,TESLA, MODEL X,TESLA MODEL X,9/1/2017,Reset,3120,1,1,0,3120,,100,-2701.999259807,-1560,Fully Electric,1,SEP,3120,2017,9
NON TESLA,VW, E-GOLF,VW E-GOLF,9/1/2017,Reset,187,1,1,0,,187,,-161.946750508,-93.5,Fully Electric,1,SEP,187,2017,9
NON TESLA,SMART, ED,SMART ED,9/1/2017,Reset,123,1,1,0,,123,,-106.521124665,-61.5,Fully Electric,1,SEP,123,2017,9
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),1/1/2018,Reset,382,1,1,0,,382,,0,382,Fully Electric,1,JAN,382,2018,1
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,1/1/2018,Reset,1177,1,1,0,,1177,,0,1177,Fully Electric,1,JAN,1177,2018,1
NON TESLA,FIAT, 500E,FIAT 500E,1/1/2018,Reset,210,1,1,0,,210,,0,210,Fully Electric,1,JAN,210,2018,1
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,1/1/2018,Reset,70,1,1,0,,70,,0,70,Fully Electric,1,JAN,70,2018,1
NON TESLA,HONDA, CLARITY BEV,HONDA CLARITY BEV,1/1/2018,Reset,153,1,1,0,,153,,0,153,Fully Electric,1,JAN,153,2018,1
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,1/1/2018,Reset,49,1,1,0,,49,,0,49,Fully Electric,1,JAN,49,2018,1
NON TESLA,KIA, SOUL EV,KIA SOUL EV,1/1/2018,Reset,115,1,1,0,,115,,0,115,Fully Electric,1,JAN,115,2018,1
NON TESLA,MERCEDES, B250E,MERCEDES B250E,1/1/2018,Reset,40,1,1,0,,40,,0,40,Fully Electric,1,JAN,40,2018,1
NON TESLA,NISSAN, LEAF,NISSAN LEAF,1/1/2018,Reset,150,1,1,0,,150,,0,150,Fully Electric,1,JAN,150,2018,1
TESLA,TESLA, MODEL 3,TESLA MODEL 3,1/1/2018,Reset,1875,1,1,0,1875,,100,0,1875,Fully Electric,1,JAN,1875,2018,1
TESLA,TESLA, MODEL S,TESLA MODEL S,1/1/2018,Reset,800,1,1,0,800,,100,0,800,Fully Electric,1,JAN,800,2018,1
TESLA,TESLA, MODEL X,TESLA MODEL X,1/1/2018,Reset,700,1,1,0,700,,100,0,700,Fully Electric,1,JAN,700,2018,1
NON TESLA,VW, E-GOLF,VW E-GOLF,1/1/2018,Reset,178,1,1,0,,178,,0,178,Fully Electric,1,JAN,178,2018,1
NON TESLA,SMART, ED,SMART ED,1/1/2018,Reset,84,1,1,0,,84,,0,84,Fully Electric,1,JAN,84,2018,1
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),7/1/2018,Reset,464,1,1,0,,464,,0,-464,Fully Electric,1,JUL,464,2018,7
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,7/1/2018,Reset,1175,1,1,0,,1175,,0,-1175,Fully Electric,1,JUL,1175,2018,7
NON TESLA,FIAT, 500E,FIAT 500E,7/1/2018,Reset,220,1,1,0,,220,,0,-220,Fully Electric,1,JUL,220,2018,7
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,7/1/2018,Reset,46,1,1,0,,46,,0,-46,Fully Electric,1,JUL,46,2018,7
NON TESLA,HONDA, CLARITY BEV,HONDA CLARITY BEV,7/1/2018,Reset,102,1,1,0,,102,,0,-102,Fully Electric,1,JUL,102,2018,7
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,7/1/2018,Reset,35,1,1,0,,35,,0,-35,Fully Electric,1,JUL,35,2018,7
NON TESLA,KIA, SOUL EV,KIA SOUL EV,7/1/2018,Reset,130,1,1,0,,130,,0,-130,Fully Electric,1,JUL,130,2018,7
NON TESLA,MERCEDES, B250E,MERCEDES B250E,7/1/2018,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,JUL,0,2018,7
NON TESLA,NISSAN, LEAF,NISSAN LEAF,7/1/2018,Reset,1149,1,1,0,,1149,,0,-1149,Fully Electric,1,JUL,1149,2018,7
TESLA,TESLA, MODEL 3,TESLA MODEL 3,7/1/2018,Reset,14250,1,1,0,14250,,100,0,-14250,Fully Electric,1,JUL,14250,2018,7
TESLA,TESLA, MODEL S,TESLA MODEL S,7/1/2018,Reset,1200,1,1,0,1200,,100,0,-1200,Fully Electric,1,JUL,1200,2018,7
TESLA,TESLA, MODEL X,TESLA MODEL X,7/1/2018,Reset,1325,1,1,0,1325,,100,0,-1325,Fully Electric,1,JUL,1325,2018,7
NON TESLA,VW, E-GOLF,VW E-GOLF,7/1/2018,Reset,18,1,1,0,,18,,0,-18,Fully Electric,1,JUL,18,2018,7
NON TESLA,SMART, ED,SMART ED,7/1/2018,Reset,103,1,1,0,,103,,0,-103,Fully Electric,1,JUL,103,2018,7
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),6/1/2018,Reset,580,1,1,0,,580,,290,-502.294734195,Fully Electric,1,JUN,580,2018,6
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,6/1/2018,Reset,1083,1,1,0,,1083,,541.5,-937.905512299,Fully Electric,1,JUN,1083,2018,6
NON TESLA,FIAT, 500E,FIAT 500E,6/1/2018,Reset,225,1,1,0,,225,,112.5,-194.855715851,Fully Electric,1,JUN,225,2018,6
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,6/1/2018,Reset,50,1,1,0,,50,,25,-43.301270189,Fully Electric,1,JUN,50,2018,6
NON TESLA,HONDA, CLARITY BEV,HONDA CLARITY BEV,6/1/2018,Reset,86,1,1,0,,86,,43,-74.478184725,Fully Electric,1,JUN,86,2018,6
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,6/1/2018,Reset,47,1,1,0,,47,,23.5,-40.703193978,Fully Electric,1,JUN,47,2018,6
NON TESLA,KIA, SOUL EV,KIA SOUL EV,6/1/2018,Reset,57,1,1,0,,57,,28.5,-49.363448016,Fully Electric,1,JUN,57,2018,6
NON TESLA,MERCEDES, B250E,MERCEDES B250E,6/1/2018,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,JUN,0,2018,6
NON TESLA,NISSAN, LEAF,NISSAN LEAF,6/1/2018,Reset,1367,1,1,0,,1367,,683.5,-1183.856726973,Fully Electric,1,JUN,1367,2018,6
TESLA,TESLA, MODEL 3,TESLA MODEL 3,6/1/2018,Reset,5902,1,1,0,5902,,100,2951,-5111.281933136,Fully Electric,1,JUN,5902,2018,6
TESLA,TESLA, MODEL S,TESLA MODEL S,6/1/2018,Reset,2750,1,1,0,2750,,100,1375,-2381.569860407,Fully Electric,1,JUN,2750,2018,6
TESLA,TESLA, MODEL X,TESLA MODEL X,6/1/2018,Reset,2550,1,1,0,2550,,100,1275,-2208.364779650,Fully Electric,1,JUN,2550,2018,6
NON TESLA,VW, E-GOLF,VW E-GOLF,6/1/2018,Reset,32,1,1,0,,32,,16,-27.712812921,Fully Electric,1,JUN,32,2018,6
NON TESLA,SMART, ED,SMART ED,6/1/2018,Reset,126,1,1,0,,126,,63,-109.119200877,Fully Electric,1,JUN,126,2018,6
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),3/1/2018,Reset,992,1,1,0,,992,,859.097200554,496,Fully Electric,1,MAR,992,2018,3
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,3/1/2018,Reset,1774,1,1,0,,1774,,1536.329066314,887,Fully Electric,1,MAR,1774,2018,3
NON TESLA,FIAT, 500E,FIAT 500E,3/1/2018,Reset,285,1,1,0,,285,,246.817240079,142.5,Fully Electric,1,MAR,285,2018,3
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,3/1/2018,Reset,137,1,1,0,,137,,118.645480318,68.5,Fully Electric,1,MAR,137,2018,3
NON TESLA,HONDA, CLARITY BEV,HONDA CLARITY BEV,3/1/2018,Reset,48,1,1,0,,48,,41.569219382,24,Fully Electric,1,MAR,48,2018,3
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,3/1/2018,Reset,60,1,1,0,,60,,51.961524227,30,Fully Electric,1,MAR,60,2018,3
NON TESLA,KIA, SOUL EV,KIA SOUL EV,3/1/2018,Reset,157,1,1,0,,157,,135.965988394,78.5,Fully Electric,1,MAR,157,2018,3
NON TESLA,MERCEDES, B250E,MERCEDES B250E,3/1/2018,Reset,33,1,1,0,,33,,28.578838325,16.5,Fully Electric,1,MAR,33,2018,3
NON TESLA,NISSAN, LEAF,NISSAN LEAF,3/1/2018,Reset,1500,1,1,0,,1500,,1299.038105677,750,Fully Electric,1,MAR,1500,2018,3
TESLA,TESLA, MODEL 3,TESLA MODEL 3,3/1/2018,Reset,3820,1,1,0,3820,,100,3308.217042457,1910,Fully Electric,1,MAR,3820,2018,3
TESLA,TESLA, MODEL S,TESLA MODEL S,3/1/2018,Reset,3375,1,1,0,3375,,100,2922.835737772,1687.5,Fully Electric,1,MAR,3375,2018,3
TESLA,TESLA, MODEL X,TESLA MODEL X,3/1/2018,Reset,2825,1,1,0,2825,,100,2446.521765691,1412.5,Fully Electric,1,MAR,2825,2018,3
NON TESLA,VW, E-GOLF,VW E-GOLF,3/1/2018,Reset,164,1,1,0,,164,,142.028166221,82,Fully Electric,1,MAR,164,2018,3
NON TESLA,SMART, ED,SMART ED,3/1/2018,Reset,103,1,1,0,,103,,89.200616590,51.5,Fully Electric,1,MAR,103,2018,3
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),5/1/2018,Reset,424,1,1,0,,424,,367.194771205,-212,Fully Electric,1,MAY,424,2018,5
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,5/1/2018,Reset,1125,1,1,0,,1125,,974.278579257,-562.5,Fully Electric,1,MAY,1125,2018,5
NON TESLA,FIAT, 500E,FIAT 500E,5/1/2018,Reset,250,1,1,0,,250,,216.506350946,-125,Fully Electric,1,MAY,250,2018,5
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,5/1/2018,Reset,88,1,1,0,,88,,76.210235533,-44,Fully Electric,1,MAY,88,2018,5
NON TESLA,HONDA, CLARITY BEV,HONDA CLARITY BEV,5/1/2018,Reset,34,1,1,0,,34,,29.444863729,-17,Fully Electric,1,MAY,34,2018,5
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,5/1/2018,Reset,32,1,1,0,,32,,27.712812921,-16,Fully Electric,1,MAY,32,2018,5
NON TESLA,KIA, SOUL EV,KIA SOUL EV,5/1/2018,Reset,133,1,1,0,,133,,115.181378703,-66.5,Fully Electric,1,MAY,133,2018,5
NON TESLA,MERCEDES, B250E,MERCEDES B250E,5/1/2018,Reset,3,1,1,0,,3,,2.598076211,-1.5,Fully Electric,1,MAY,3,2018,5
NON TESLA,NISSAN, LEAF,NISSAN LEAF,5/1/2018,Reset,1576,1,1,0,,1576,,1364.856036364,-788,Fully Electric,1,MAY,1576,2018,5
TESLA,TESLA, MODEL 3,TESLA MODEL 3,5/1/2018,Reset,6000,1,1,0,6000,,100,5196.152422707,-3000,Fully Electric,1,MAY,6000,2018,5
TESLA,TESLA, MODEL S,TESLA MODEL S,5/1/2018,Reset,1520,1,1,0,1520,,100,1316.358613752,-760,Fully Electric,1,MAY,1520,2018,5
TESLA,TESLA, MODEL X,TESLA MODEL X,5/1/2018,Reset,1450,1,1,0,1450,,100,1255.736835487,-725,Fully Electric,1,MAY,1450,2018,5
NON TESLA,VW, E-GOLF,VW E-GOLF,5/1/2018,Reset,76,1,1,0,,76,,65.817930688,-38,Fully Electric,1,MAY,76,2018,5
NON TESLA,SMART, ED,SMART ED,5/1/2018,Reset,110,1,1,0,,110,,95.262794416,-55,Fully Electric,1,MAY,110,2018,5
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),11/1/2018,Reset,490,1,1,0,,490,,-424.352447854,245,Fully Electric,1,NOV,490,2018,11
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,11/1/2018,Reset,2825,1,1,0,,2825,,-2446.521765691,1412.5,Fully Electric,1,NOV,2825,2018,11
NON TESLA,FIAT, 500E,FIAT 500E,11/1/2018,Reset,148,1,1,0,,148,,-128.171759760,74,Fully Electric,1,NOV,148,2018,11
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,11/1/2018,Reset,1,1,1,0,,1,,-0.866025404,0.5,Fully Electric,1,NOV,1,2018,11
NON TESLA,HONDA, CLARITY BEV,HONDA CLARITY BEV,11/1/2018,Reset,37,1,1,0,,37,,-32.042939940,18.5,Fully Electric,1,NOV,37,2018,11
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,11/1/2018,Reset,34,1,1,0,,34,,-29.444863729,17,Fully Electric,1,NOV,34,2018,11
NON TESLA,JAGUAR, I-PACE,JAGUAR I-PACE,11/1/2018,Reset,165,1,1,0,,165,,-142.894191624,82.5,Fully Electric,1,NOV,165,2018,11
NON TESLA,KIA, SOUL EV,KIA SOUL EV,11/1/2018,Reset,61,1,1,0,,61,,-52.827549631,30.5,Fully Electric,1,NOV,61,2018,11
NON TESLA,MERCEDES, B250E,MERCEDES B250E,11/1/2018,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,NOV,0,2018,11
NON TESLA,NISSAN, LEAF,NISSAN LEAF,11/1/2018,Reset,1128,1,1,0,,1128,,-976.876655469,564,Fully Electric,1,NOV,1128,2018,11
TESLA,TESLA, MODEL 3,TESLA MODEL 3,11/1/2018,Reset,18650,1,1,0,18650,,100,-16151.373780580,9325,Fully Electric,1,NOV,18650,2018,11
TESLA,TESLA, MODEL S,TESLA MODEL S,11/1/2018,Reset,2750,1,1,0,2750,,100,-2381.569860407,1375,Fully Electric,1,NOV,2750,2018,11
TESLA,TESLA, MODEL X,TESLA MODEL X,11/1/2018,Reset,3200,1,1,0,3200,,100,-2771.281292110,1600,Fully Electric,1,NOV,3200,2018,11
NON TESLA,VW, E-GOLF,VW E-GOLF,11/1/2018,Reset,230,1,1,0,,230,,-199.185842870,115,Fully Electric,1,NOV,230,2018,11
