Tesla vs Others,CAR MAKE,CAR MODEL,CAR MAKE AND MODEL,Year Month,Reset,SalesO,# of Auto Makers,# of Car Models,Zero Axis,Sales Tesla,Sales Non Tesla,% Sales,X,Y,Car Type1,Number of Records,Month,Sales,Year,Year Month (copy)
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,11/1/2015,Reset,4,1,1,0,,4,,-3.464101615,2,Fully Electric,1,NOV,4,2015,11
NON TESLA,NISSAN, LEAF,NISSAN LEAF,11/1/2015,Reset,1054,1,1,0,,1054,,-912.790775589,527,Fully Electric,1,NOV,1054,2015,11
TESLA,TESLA, MODEL S,TESLA MODEL S,11/1/2015,Reset,2702,1,1,0,2702,,100,-2340.000641026,1351,Fully Electric,1,NOV,2702,2015,11
TESLA,TESLA, MODEL X,TESLA MODEL X,11/1/2015,Reset,5,1,1,0,5,,100,-4.330127019,2.5,Fully Electric,1,NOV,5,2015,11
NON TESLA,VW, E-GOLF,VW E-GOLF,11/1/2015,Reset,472,1,1,0,,472,,-408.763990586,236,Fully Electric,1,NOV,472,2015,11
NON TESLA,SMART, ED,SMART ED,11/1/2015,Reset,178,1,1,0,,178,,-154.152521874,89,Fully Electric,1,NOV,178,2015,11
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),10/1/2015,Reset,986,1,1,0,,986,,-986,0,Fully Electric,1,OCT,986,2015,10
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,10/1/2015,Reset,177,1,1,0,,177,,-177,0,Fully Electric,1,OCT,177,2015,10
NON TESLA,FIAT, 500E,FIAT 500E,10/1/2015,Reset,425,1,1,0,,425,,-425,0,Fully Electric,1,OCT,425,2015,10
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,10/1/2015,Reset,126,1,1,0,,126,,-126,0,Fully Electric,1,OCT,126,2015,10
NON TESLA,KIA, SOUL EV,KIA SOUL EV,10/1/2015,Reset,109,1,1,0,,109,,-109,0,Fully Electric,1,OCT,109,2015,10
NON TESLA,MERCEDES, S550 PHV,MERCEDES S550 PHV,10/1/2015,Reset,25,1,1,0,,25,,-25,0,Fully Electric,1,OCT,25,2015,10
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,10/1/2015,Reset,9,1,1,0,,9,,-9,0,Fully Electric,1,OCT,9,2015,10
NON TESLA,NISSAN, LEAF,NISSAN LEAF,10/1/2015,Reset,1238,1,1,0,,1238,,-1238,0,Fully Electric,1,OCT,1238,2015,10
TESLA,TESLA, MODEL S,TESLA MODEL S,10/1/2015,Reset,1900,1,1,0,1900,,100,-1900,0,Fully Electric,1,OCT,1900,2015,10
TESLA,TESLA, MODEL X,TESLA MODEL X,10/1/2015,Reset,4,1,1,0,4,,100,-4,0,Fully Electric,1,OCT,4,2015,10
NON TESLA,VW, E-GOLF,VW E-GOLF,10/1/2015,Reset,596,1,1,0,,596,,-596,0,Fully Electric,1,OCT,596,2015,10
NON TESLA,SMART, ED,SMART ED,10/1/2015,Reset,75,1,1,0,,75,,-75,0,Fully Electric,1,OCT,75,2015,10
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),9/1/2015,Reset,1710,1,1,0,,1710,,-1480.903440471,-855,Fully Electric,1,SEP,1710,2015,9
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,9/1/2015,Reset,157,1,1,0,,157,,-135.965988394,-78.5,Fully Electric,1,SEP,157,2015,9
NON TESLA,FIAT, 500E,FIAT 500E,9/1/2015,Reset,635,1,1,0,,635,,-549.926131403,-317.5,Fully Electric,1,SEP,635,2015,9
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,9/1/2015,Reset,145,1,1,0,,145,,-125.573683549,-72.5,Fully Electric,1,SEP,145,2015,9
NON TESLA,KIA, SOUL EV,KIA SOUL EV,9/1/2015,Reset,105,1,1,0,,105,,-90.932667397,-52.5,Fully Electric,1,SEP,105,2015,9
NON TESLA,MERCEDES, S550 PHV,MERCEDES S550 PHV,9/1/2015,Reset,17,1,1,0,,17,,-14.722431864,-8.5,Fully Electric,1,SEP,17,2015,9
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,9/1/2015,Reset,3,1,1,0,,3,,-2.598076211,-1.5,Fully Electric,1,SEP,3,2015,9
NON TESLA,NISSAN, LEAF,NISSAN LEAF,9/1/2015,Reset,1247,1,1,0,,1247,,-1079.933678519,-623.5,Fully Electric,1,SEP,1247,2015,9
TESLA,TESLA, MODEL S,TESLA MODEL S,9/1/2015,Reset,2500,1,1,0,2500,,100,-2165.063509461,-1250,Fully Electric,1,SEP,2500,2015,9
TESLA,TESLA, MODEL X,TESLA MODEL X,9/1/2015,Reset,6,1,1,0,6,,100,-5.196152423,-3,Fully Electric,1,SEP,6,2015,9
NON TESLA,VW, E-GOLF,VW E-GOLF,9/1/2015,Reset,343,1,1,0,,343,,-297.046713498,-171.5,Fully Electric,1,SEP,343,2015,9
NON TESLA,SMART, ED,SMART ED,9/1/2015,Reset,94,1,1,0,,94,,-81.406387956,-47,Fully Electric,1,SEP,94,2015,9
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),1/1/2016,Reset,182,1,1,0,,182,,0,182,Fully Electric,1,JAN,182,2016,1
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,1/1/2016,Reset,139,1,1,0,,139,,0,139,Fully Electric,1,JAN,139,2016,1
NON TESLA,FIAT, 500E,FIAT 500E,1/1/2016,Reset,305,1,1,0,,305,,0,305,Fully Electric,1,JAN,305,2016,1
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,1/1/2016,Reset,66,1,1,0,,66,,0,66,Fully Electric,1,JAN,66,2016,1
NON TESLA,KIA, SOUL EV,KIA SOUL EV,1/1/2016,Reset,81,1,1,0,,81,,0,81,Fully Electric,1,JAN,81,2016,1
NON TESLA,MERCEDES, B250E,MERCEDES B250E,1/1/2016,Reset,58,1,1,0,,58,,0,58,Fully Electric,1,JAN,58,2016,1
NON TESLA,MERCEDES, S550 PHV,MERCEDES S550 PHV,1/1/2016,Reset,19,1,1,0,,19,,0,19,Fully Electric,1,JAN,19,2016,1
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,1/1/2016,Reset,2,1,1,0,,2,,0,2,Fully Electric,1,JAN,2,2016,1
NON TESLA,NISSAN, LEAF,NISSAN LEAF,1/1/2016,Reset,755,1,1,0,,755,,0,755,Fully Electric,1,JAN,755,2016,1
TESLA,TESLA, MODEL S,TESLA MODEL S,1/1/2016,Reset,850,1,1,0,850,,100,0,850,Fully Electric,1,JAN,850,2016,1
TESLA,TESLA, MODEL X,TESLA MODEL X,1/1/2016,Reset,270,1,1,0,270,,100,0,270,Fully Electric,1,JAN,270,2016,1
NON TESLA,VW, E-GOLF,VW E-GOLF,1/1/2016,Reset,328,1,1,0,,328,,0,328,Fully Electric,1,JAN,328,2016,1
NON TESLA,SMART, ED,SMART ED,1/1/2016,Reset,48,1,1,0,,48,,0,48,Fully Electric,1,JAN,48,2016,1
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),7/1/2016,Reset,1479,1,1,0,,1479,,0,-1479,Fully Electric,1,JUL,1479,2016,7
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,7/1/2016,Reset,333,1,1,0,,333,,0,-333,Fully Electric,1,JUL,333,2016,7
NON TESLA,FIAT, 500E,FIAT 500E,7/1/2016,Reset,225,1,1,0,,225,,0,-225,Fully Electric,1,JUL,225,2016,7
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,7/1/2016,Reset,58,1,1,0,,58,,0,-58,Fully Electric,1,JUL,58,2016,7
NON TESLA,KIA, SOUL EV,KIA SOUL EV,7/1/2016,Reset,179,1,1,0,,179,,0,-179,Fully Electric,1,JUL,179,2016,7
NON TESLA,MERCEDES, B250E,MERCEDES B250E,7/1/2016,Reset,50,1,1,0,,50,,0,-50,Fully Electric,1,JUL,50,2016,7
NON TESLA,MERCEDES, S550 PHV,MERCEDES S550 PHV,7/1/2016,Reset,32,1,1,0,,32,,0,-32,Fully Electric,1,JUL,32,2016,7
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,7/1/2016,Reset,20,1,1,0,,20,,0,-20,Fully Electric,1,JUL,20,2016,7
NON TESLA,NISSAN, LEAF,NISSAN LEAF,7/1/2016,Reset,1063,1,1,0,,1063,,0,-1063,Fully Electric,1,JUL,1063,2016,7
TESLA,TESLA, MODEL S,TESLA MODEL S,7/1/2016,Reset,1954,1,1,0,1954,,100,0,-1954,Fully Electric,1,JUL,1954,2016,7
TESLA,TESLA, MODEL X,TESLA MODEL X,7/1/2016,Reset,750,1,1,0,750,,100,0,-750,Fully Electric,1,JUL,750,2016,7
NON TESLA,VW, E-GOLF,VW E-GOLF,7/1/2016,Reset,344,1,1,0,,344,,0,-344,Fully Electric,1,JUL,344,2016,7
NON TESLA,SMART, ED,SMART ED,7/1/2016,Reset,62,1,1,0,,62,,0,-62,Fully Electric,1,JUL,62,2016,7
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),6/1/2016,Reset,608,1,1,0,,608,,304,-526.543445501,Fully Electric,1,JUN,608,2016,6
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,6/1/2016,Reset,359,1,1,0,,359,,179.5,-310.903119959,Fully Electric,1,JUN,359,2016,6
NON TESLA,FIAT, 500E,FIAT 500E,6/1/2016,Reset,280,1,1,0,,280,,140,-242.487113060,Fully Electric,1,JUN,280,2016,6
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,6/1/2016,Reset,54,1,1,0,,54,,27,-46.765371804,Fully Electric,1,JUN,54,2016,6
NON TESLA,KIA, SOUL EV,KIA SOUL EV,6/1/2016,Reset,134,1,1,0,,134,,67,-116.047404107,Fully Electric,1,JUN,134,2016,6
NON TESLA,MERCEDES, B250E,MERCEDES B250E,6/1/2016,Reset,44,1,1,0,,44,,22,-38.105117767,Fully Electric,1,JUN,44,2016,6
NON TESLA,MERCEDES, S550 PHV,MERCEDES S550 PHV,6/1/2016,Reset,27,1,1,0,,27,,13.5,-23.382685902,Fully Electric,1,JUN,27,2016,6
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,6/1/2016,Reset,4,1,1,0,,4,,2,-3.464101615,Fully Electric,1,JUN,4,2016,6
NON TESLA,NISSAN, LEAF,NISSAN LEAF,6/1/2016,Reset,1096,1,1,0,,1096,,548,-949.163842548,Fully Electric,1,JUN,1096,2016,6
TESLA,TESLA, MODEL S,TESLA MODEL S,6/1/2016,Reset,3700,1,1,0,3700,,100,1850,-3204.293994002,Fully Electric,1,JUN,3700,2016,6
TESLA,TESLA, MODEL X,TESLA MODEL X,6/1/2016,Reset,2145,1,1,0,2145,,100,1072.5,-1857.624491118,Fully Electric,1,JUN,2145,2016,6
NON TESLA,VW, E-GOLF,VW E-GOLF,6/1/2016,Reset,248,1,1,0,,248,,124,-214.774300139,Fully Electric,1,JUN,248,2016,6
NON TESLA,SMART, ED,SMART ED,6/1/2016,Reset,53,1,1,0,,53,,26.5,-45.899346401,Fully Electric,1,JUN,53,2016,6
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),3/1/2016,Reset,332,1,1,0,,332,,287.520434056,166,Fully Electric,1,MAR,332,2016,3
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,3/1/2016,Reset,252,1,1,0,,252,,218.238401754,126,Fully Electric,1,MAR,252,2016,3
NON TESLA,FIAT, 500E,FIAT 500E,3/1/2016,Reset,455,1,1,0,,455,,394.041558722,227.5,Fully Electric,1,MAR,455,2016,3
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,3/1/2016,Reset,110,1,1,0,,110,,95.262794416,55,Fully Electric,1,MAR,110,2016,3
NON TESLA,KIA, SOUL EV,KIA SOUL EV,3/1/2016,Reset,79,1,1,0,,79,,68.416006899,39.5,Fully Electric,1,MAR,79,2016,3
NON TESLA,MERCEDES, B250E,MERCEDES B250E,3/1/2016,Reset,66,1,1,0,,66,,57.157676650,33,Fully Electric,1,MAR,66,2016,3
NON TESLA,MERCEDES, S550 PHV,MERCEDES S550 PHV,3/1/2016,Reset,12,1,1,0,,12,,10.392304845,6,Fully Electric,1,MAR,12,2016,3
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,3/1/2016,Reset,1,1,1,0,,1,,0.866025404,0.5,Fully Electric,1,MAR,1,2016,3
NON TESLA,NISSAN, LEAF,NISSAN LEAF,3/1/2016,Reset,1246,1,1,0,,1246,,1079.067653115,623,Fully Electric,1,MAR,1246,2016,3
TESLA,TESLA, MODEL S,TESLA MODEL S,3/1/2016,Reset,3990,1,1,0,3990,,100,3455.441361100,1995,Fully Electric,1,MAR,3990,2016,3
TESLA,TESLA, MODEL X,TESLA MODEL X,3/1/2016,Reset,1860,1,1,0,1860,,100,1610.807251039,930,Fully Electric,1,MAR,1860,2016,3
NON TESLA,VW, E-GOLF,VW E-GOLF,3/1/2016,Reset,86,1,1,0,,86,,74.478184725,43,Fully Electric,1,MAR,86,2016,3
NON TESLA,SMART, ED,SMART ED,3/1/2016,Reset,70,1,1,0,,70,,60.621778265,35,Fully Electric,1,MAR,70,2016,3
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),5/1/2016,Reset,696,1,1,0,,696,,602.753681034,-348,Fully Electric,1,MAY,696,2016,5
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,5/1/2016,Reset,394,1,1,0,,394,,341.214009091,-197,Fully Electric,1,MAY,394,2016,5
NON TESLA,FIAT, 500E,FIAT 500E,5/1/2016,Reset,425,1,1,0,,425,,368.060796608,-212.5,Fully Electric,1,MAY,425,2016,5
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,5/1/2016,Reset,54,1,1,0,,54,,46.765371804,-27,Fully Electric,1,MAY,54,2016,5
NON TESLA,KIA, SOUL EV,KIA SOUL EV,5/1/2016,Reset,120,1,1,0,,120,,103.923048454,-60,Fully Electric,1,MAY,120,2016,5
NON TESLA,MERCEDES, B250E,MERCEDES B250E,5/1/2016,Reset,49,1,1,0,,49,,42.435244785,-24.5,Fully Electric,1,MAY,49,2016,5
NON TESLA,MERCEDES, S550 PHV,MERCEDES S550 PHV,5/1/2016,Reset,27,1,1,0,,27,,23.382685902,-13.5,Fully Electric,1,MAY,27,2016,5
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,5/1/2016,Reset,2,1,1,0,,2,,1.732050808,-1,Fully Electric,1,MAY,2,2016,5
NON TESLA,NISSAN, LEAF,NISSAN LEAF,5/1/2016,Reset,979,1,1,0,,979,,847.838870305,-489.5,Fully Electric,1,MAY,979,2016,5
TESLA,TESLA, MODEL S,TESLA MODEL S,5/1/2016,Reset,1200,1,1,0,1200,,100,1039.230484541,-600,Fully Electric,1,MAY,1200,2016,5
TESLA,TESLA, MODEL X,TESLA MODEL X,5/1/2016,Reset,1600,1,1,0,1600,,100,1385.640646055,-800,Fully Electric,1,MAY,1600,2016,5
NON TESLA,VW, E-GOLF,VW E-GOLF,5/1/2016,Reset,269,1,1,0,,269,,232.960833618,-134.5,Fully Electric,1,MAY,269,2016,5
NON TESLA,SMART, ED,SMART ED,5/1/2016,Reset,75,1,1,0,,75,,64.951905284,-37.5,Fully Electric,1,MAY,75,2016,5
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),11/1/2016,Reset,629,1,1,0,,629,,-544.729978980,314.5,Fully Electric,1,NOV,629,2016,11
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,11/1/2016,Reset,39,1,1,0,,39,,-33.774990748,19.5,Fully Electric,1,NOV,39,2016,11
NON TESLA,FIAT, 500E,FIAT 500E,11/1/2016,Reset,590,1,1,0,,590,,-510.954988233,295,Fully Electric,1,NOV,590,2016,11
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,11/1/2016,Reset,66,1,1,0,,66,,-57.157676650,33,Fully Electric,1,NOV,66,2016,11
NON TESLA,KIA, SOUL EV,KIA SOUL EV,11/1/2016,Reset,179,1,1,0,,179,,-155.018547277,89.5,Fully Electric,1,NOV,179,2016,11
NON TESLA,MERCEDES, B250E,MERCEDES B250E,11/1/2016,Reset,52,1,1,0,,52,,-45.033320997,26,Fully Electric,1,NOV,52,2016,11
NON TESLA,MERCEDES, S550 PHV,MERCEDES S550 PHV,11/1/2016,Reset,52,1,1,0,,52,,-45.033320997,26,Fully Electric,1,NOV,52,2016,11
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,11/1/2016,Reset,5,1,1,0,,5,,-4.330127019,2.5,Fully Electric,1,NOV,5,2016,11
NON TESLA,NISSAN, LEAF,NISSAN LEAF,11/1/2016,Reset,1457,1,1,0,,1457,,-1261.799013314,728.5,Fully Electric,1,NOV,1457,2016,11
TESLA,TESLA, MODEL S,TESLA MODEL S,11/1/2016,Reset,1100,1,1,0,1100,,100,-952.627944163,550,Fully Electric,1,NOV,1100,2016,11
TESLA,TESLA, MODEL X,TESLA MODEL X,11/1/2016,Reset,900,1,1,0,900,,100,-779.422863406,450,Fully Electric,1,NOV,900,2016,11
NON TESLA,VW, E-GOLF,VW E-GOLF,11/1/2016,Reset,305,1,1,0,,305,,-264.137748154,152.5,Fully Electric,1,NOV,305,2016,11
NON TESLA,SMART, ED,SMART ED,11/1/2016,Reset,47,1,1,0,,47,,-40.703193978,23.5,Fully Electric,1,NOV,47,2016,11
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),10/1/2016,Reset,442,1,1,0,,442,,-442,0,Fully Electric,1,OCT,442,2016,10
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,10/1/2016,Reset,260,1,1,0,,260,,-260,0,Fully Electric,1,OCT,260,2016,10
NON TESLA,FIAT, 500E,FIAT 500E,10/1/2016,Reset,745,1,1,0,,745,,-745,0,Fully Electric,1,OCT,745,2016,10
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,10/1/2016,Reset,73,1,1,0,,73,,-73,0,Fully Electric,1,OCT,73,2016,10
NON TESLA,KIA, SOUL EV,KIA SOUL EV,10/1/2016,Reset,190,1,1,0,,190,,-190,0,Fully Electric,1,OCT,190,2016,10
NON TESLA,MERCEDES, B250E,MERCEDES B250E,10/1/2016,Reset,58,1,1,0,,58,,-58,0,Fully Electric,1,OCT,58,2016,10
NON TESLA,MERCEDES, S550 PHV,MERCEDES S550 PHV,10/1/2016,Reset,174,1,1,0,,174,,-174,0,Fully Electric,1,OCT,174,2016,10
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,10/1/2016,Reset,4,1,1,0,,4,,-4,0,Fully Electric,1,OCT,4,2016,10
NON TESLA,NISSAN, LEAF,NISSAN LEAF,10/1/2016,Reset,1412,1,1,0,,1412,,-1412,0,Fully Electric,1,OCT,1412,2016,10
TESLA,TESLA, MODEL S,TESLA MODEL S,10/1/2016,Reset,700,1,1,0,700,,100,-700,0,Fully Electric,1,OCT,700,2016,10
TESLA,TESLA, MODEL X,TESLA MODEL X,10/1/2016,Reset,725,1,1,0,725,,100,-725,0,Fully Electric,1,OCT,725,2016,10
NON TESLA,VW, E-GOLF,VW E-GOLF,10/1/2016,Reset,407,1,1,0,,407,,-407,0,Fully Electric,1,OCT,407,2016,10
NON TESLA,SMART, ED,SMART ED,10/1/2016,Reset,43,1,1,0,,43,,-43,0,Fully Electric,1,OCT,43,2016,10
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),9/1/2016,Reset,391,1,1,0,,391,,-338.615932880,-195.5,Fully Electric,1,SEP,391,2016,9
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,9/1/2016,Reset,315,1,1,0,,315,,-272.798002192,-157.5,Fully Electric,1,SEP,315,2016,9
NON TESLA,FIAT, 500E,FIAT 500E,9/1/2016,Reset,690,1,1,0,,690,,-597.557528611,-345,Fully Electric,1,SEP,690,2016,9
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,9/1/2016,Reset,82,1,1,0,,82,,-71.014083110,-41,Fully Electric,1,SEP,82,2016,9
NON TESLA,KIA, SOUL EV,KIA SOUL EV,9/1/2016,Reset,217,1,1,0,,217,,-187.927512621,-108.5,Fully Electric,1,SEP,217,2016,9
NON TESLA,MERCEDES, B250E,MERCEDES B250E,9/1/2016,Reset,51,1,1,0,,51,,-44.167295593,-25.5,Fully Electric,1,SEP,51,2016,9
NON TESLA,MERCEDES, S550 PHV,MERCEDES S550 PHV,9/1/2016,Reset,41,1,1,0,,41,,-35.507041555,-20.5,Fully Electric,1,SEP,41,2016,9
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,9/1/2016,Reset,17,1,1,0,,17,,-14.722431864,-8.5,Fully Electric,1,SEP,17,2016,9
NON TESLA,NISSAN, LEAF,NISSAN LEAF,9/1/2016,Reset,1316,1,1,0,,1316,,-1139.689431380,-658,Fully Electric,1,SEP,1316,2016,9
TESLA,TESLA, MODEL S,TESLA MODEL S,9/1/2016,Reset,4350,1,1,0,4350,,100,-3767.210506462,-2175,Fully Electric,1,SEP,4350,2016,9
TESLA,TESLA, MODEL X,TESLA MODEL X,9/1/2016,Reset,3200,1,1,0,3200,,100,-2771.281292110,-1600,Fully Electric,1,SEP,3200,2016,9
NON TESLA,VW, E-GOLF,VW E-GOLF,9/1/2016,Reset,529,1,1,0,,529,,-458.127438602,-264.5,Fully Electric,1,SEP,529,2016,9
NON TESLA,SMART, ED,SMART ED,9/1/2016,Reset,44,1,1,0,,44,,-38.105117767,-22,Fully Electric,1,SEP,44,2016,9
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),1/1/2017,Reset,382,1,1,0,,382,,0,382,Fully Electric,1,JAN,382,2017,1
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,1/1/2017,Reset,1162,1,1,0,,1162,,0,1162,Fully Electric,1,JAN,1162,2017,1
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,1/1/2017,Reset,4,1,1,0,,4,,0,4,Fully Electric,1,JAN,4,2017,1
NON TESLA,FIAT, 500E,FIAT 500E,1/1/2017,Reset,752,1,1,0,,752,,0,752,Fully Electric,1,JAN,752,2017,1
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,1/1/2017,Reset,56,1,1,0,,56,,0,56,Fully Electric,1,JAN,56,2017,1
NON TESLA,KIA, SOUL EV,KIA SOUL EV,1/1/2017,Reset,117,1,1,0,,117,,0,117,Fully Electric,1,JAN,117,2017,1
NON TESLA,MERCEDES, B250E,MERCEDES B250E,1/1/2017,Reset,53,1,1,0,,53,,0,53,Fully Electric,1,JAN,53,2017,1
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,1/1/2017,Reset,1,1,1,0,,1,,0,1,Fully Electric,1,JAN,1,2017,1
NON TESLA,NISSAN, LEAF,NISSAN LEAF,1/1/2017,Reset,772,1,1,0,,772,,0,772,Fully Electric,1,JAN,772,2017,1
TESLA,TESLA, MODEL S,TESLA MODEL S,1/1/2017,Reset,900,1,1,0,900,,100,0,900,Fully Electric,1,JAN,900,2017,1
TESLA,TESLA, MODEL X,TESLA MODEL X,1/1/2017,Reset,750,1,1,0,750,,100,0,750,Fully Electric,1,JAN,750,2017,1
NON TESLA,VW, E-GOLF,VW E-GOLF,1/1/2017,Reset,332,1,1,0,,332,,0,332,Fully Electric,1,JAN,332,2017,1
NON TESLA,SMART, ED,SMART ED,1/1/2017,Reset,15,1,1,0,,15,,0,15,Fully Electric,1,JAN,15,2017,1
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),7/1/2017,Reset,601,1,1,0,,601,,0,-601,Fully Electric,1,JUL,601,2017,7
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,7/1/2017,Reset,1971,1,1,0,,1971,,0,-1971,Fully Electric,1,JUL,1971,2017,7
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,7/1/2017,Reset,1,1,1,0,,1,,0,-1,Fully Electric,1,JUL,1,2017,7
NON TESLA,FIAT, 500E,FIAT 500E,7/1/2017,Reset,395,1,1,0,,395,,0,-395,Fully Electric,1,JUL,395,2017,7
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,7/1/2017,Reset,148,1,1,0,,148,,0,-148,Fully Electric,1,JUL,148,2017,7
NON TESLA,HONDA, CLARITY BEV,HONDA CLARITY BEV,7/1/2017,Reset,34,1,1,0,,34,,0,-34,Fully Electric,1,JUL,34,2017,7
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,7/1/2017,Reset,43,1,1,0,,43,,0,-43,Fully Electric,1,JUL,43,2017,7
NON TESLA,KIA, SOUL EV,KIA SOUL EV,7/1/2017,Reset,145,1,1,0,,145,,0,-145,Fully Electric,1,JUL,145,2017,7
NON TESLA,MERCEDES, B250E,MERCEDES B250E,7/1/2017,Reset,81,1,1,0,,81,,0,-81,Fully Electric,1,JUL,81,2017,7
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,7/1/2017,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,JUL,0,2017,7
NON TESLA,NISSAN, LEAF,NISSAN LEAF,7/1/2017,Reset,1283,1,1,0,,1283,,0,-1283,Fully Electric,1,JUL,1283,2017,7
TESLA,TESLA, MODEL 3,TESLA MODEL 3,7/1/2017,Reset,30,1,1,0,30,,100,0,-30,Fully Electric,1,JUL,30,2017,7
TESLA,TESLA, MODEL S,TESLA MODEL S,7/1/2017,Reset,1425,1,1,0,1425,,100,0,-1425,Fully Electric,1,JUL,1425,2017,7
TESLA,TESLA, MODEL X,TESLA MODEL X,7/1/2017,Reset,1650,1,1,0,1650,,100,0,-1650,Fully Electric,1,JUL,1650,2017,7
NON TESLA,VW, E-GOLF,VW E-GOLF,7/1/2017,Reset,308,1,1,0,,308,,0,-308,Fully Electric,1,JUL,308,2017,7
NON TESLA,SMART, ED,SMART ED,7/1/2017,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,JUL,0,2017,7
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),6/1/2017,Reset,567,1,1,0,,567,,283.5,-491.036403946,Fully Electric,1,JUN,567,2017,6
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,6/1/2017,Reset,1642,1,1,0,,1642,,821,-1422.013713014,Fully Electric,1,JUN,1642,2017,6
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,6/1/2017,Reset,1,1,1,0,,1,,0.5,-0.866025404,Fully Electric,1,JUN,1,2017,6
NON TESLA,FIAT, 500E,FIAT 500E,6/1/2017,Reset,359,1,1,0,,359,,179.5,-310.903119959,Fully Electric,1,JUN,359,2017,6
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,6/1/2017,Reset,110,1,1,0,,110,,55,-95.262794416,Fully Electric,1,JUN,110,2017,6
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,6/1/2017,Reset,58,1,1,0,,58,,29,-50.229473419,Fully Electric,1,JUN,58,2017,6
NON TESLA,KIA, SOUL EV,KIA SOUL EV,6/1/2017,Reset,100,1,1,0,,100,,50,-86.602540378,Fully Electric,1,JUN,100,2017,6
